id,CalendarDate,DayWeek,TypeDay
1107,"2021-01-11",Понедельник,Рабочий день
1108,"2021-01-12",Вторник,Рабочий день
1109,"2021-01-13",Среда,Рабочий день
1110,"2021-01-14",Четверг,Рабочий день
1111,"2021-01-15",Пятница,Рабочий день
1112,"2021-01-16",Суббота,Выходной день
1113,"2021-01-17",Воскресенье,Выходной день
1114,"2021-01-18",Понедельник,Рабочий день
1115,"2021-01-19",Вторник,Рабочий день
1116,"2021-01-20",Среда,Рабочий день
1117,"2021-01-21",Четверг,Рабочий день
1118,"2021-01-22",Пятница,Рабочий день
1119,"2021-01-23",Суббота,Выходной день
1120,"2021-01-24",Воскресенье,Выходной день
1121,"2021-01-25",Понедельник,Рабочий день
1122,"2021-01-26",Вторник,Рабочий день
1123,"2021-01-27",Среда,Рабочий день
1124,"2021-01-28",Четверг,Рабочий день
1125,"2021-01-29",Пятница,Рабочий день
1126,"2021-01-30",Суббота,Выходной день
1127,"2021-01-31",Воскресенье,Выходной день
1128,"2021-02-01",Понедельник,Рабочий день
1129,"2021-02-02",Вторник,Рабочий день
1130,"2021-02-03",Среда,Рабочий день
1131,"2021-02-04",Четверг,Рабочий день
1132,"2021-02-05",Пятница,Рабочий день
1133,"2021-02-06",Суббота,Выходной день
1134,"2021-02-07",Воскресенье,Выходной день
1135,"2021-02-08",Понедельник,Рабочий день
1136,"2021-02-09",Вторник,Рабочий день
1137,"2021-02-10",Среда,Рабочий день
1138,"2021-02-11",Четверг,Рабочий день
1139,"2021-02-12",Пятница,Рабочий день
1140,"2021-02-13",Суббота,Выходной день
1141,"2021-02-14",Воскресенье,Выходной день
1142,"2021-02-15",Понедельник,Рабочий день
1143,"2021-02-16",Вторник,Рабочий день
1144,"2021-02-17",Среда,Рабочий день
1145,"2021-02-18",Четверг,Рабочий день
1146,"2021-02-19",Пятница,Рабочий день
1147,"2021-02-20",Суббота,Рабочий день
1148,"2021-02-21",Воскресенье,Выходной день
1149,"2021-02-22",Понедельник,Выходной день
1150,"2021-02-23",Вторник,Праздник
1151,"2021-02-24",Среда,Рабочий день
1152,"2021-02-25",Четверг,Рабочий день
1153,"2021-02-26",Пятница,Рабочий день
1154,"2021-02-27",Суббота,Выходной день
1155,"2021-02-28",Воскресенье,Выходной день
1156,"2021-03-01",Понедельник,Рабочий день
1157,"2021-03-02",Вторник,Рабочий день
1158,"2021-03-03",Среда,Рабочий день
1159,"2021-03-04",Четверг,Рабочий день
1160,"2021-03-05",Пятница,Рабочий день
1161,"2021-03-06",Суббота,Выходной день
1162,"2021-03-07",Воскресенье,Выходной день
1163,"2021-03-08",Понедельник,Праздник
1164,"2021-03-09",Вторник,Рабочий день
1165,"2021-03-10",Среда,Рабочий день
1166,"2021-03-11",Четверг,Рабочий день
1167,"2021-03-12",Пятница,Рабочий день
1168,"2021-03-13",Суббота,Выходной день
1169,"2021-03-14",Воскресенье,Выходной день
1170,"2021-03-15",Понедельник,Рабочий день
1171,"2021-03-16",Вторник,Рабочий день
1172,"2021-03-17",Среда,Рабочий день
1173,"2021-03-18",Четверг,Рабочий день
1174,"2021-03-19",Пятница,Рабочий день
1175,"2021-03-20",Суббота,Выходной день
1176,"2021-03-21",Воскресенье,Выходной день
1177,"2021-03-22",Понедельник,Рабочий день
1178,"2021-03-23",Вторник,Рабочий день
1179,"2021-03-24",Среда,Рабочий день
1180,"2021-03-25",Четверг,Рабочий день
1181,"2021-03-26",Пятница,Рабочий день
1182,"2021-03-27",Суббота,Выходной день
1183,"2021-03-28",Воскресенье,Выходной день
1184,"2021-03-29",Понедельник,Рабочий день
1185,"2021-03-30",Вторник,Рабочий день
1186,"2021-03-31",Среда,Рабочий день
1187,"2021-04-01",Четверг,Рабочий день
1188,"2021-04-02",Пятница,Рабочий день
1189,"2021-04-03",Суббота,Выходной день
1190,"2021-04-04",Воскресенье,Выходной день
1191,"2021-04-05",Понедельник,Рабочий день
1192,"2021-04-06",Вторник,Рабочий день
1193,"2021-04-07",Среда,Рабочий день
1194,"2021-04-08",Четверг,Рабочий день
1195,"2021-04-09",Пятница,Рабочий день
1196,"2021-04-10",Суббота,Выходной день
1197,"2021-04-11",Воскресенье,Выходной день
1198,"2021-04-12",Понедельник,Рабочий день
1199,"2021-04-13",Вторник,Рабочий день
1200,"2021-04-14",Среда,Рабочий день
1201,"2021-04-15",Четверг,Рабочий день
1202,"2021-04-16",Пятница,Рабочий день
1203,"2021-04-17",Суббота,Выходной день
1204,"2021-04-18",Воскресенье,Выходной день
1205,"2021-04-19",Понедельник,Рабочий день
1206,"2021-04-20",Вторник,Рабочий день
1207,"2021-04-21",Среда,Рабочий день
1208,"2021-04-22",Четверг,Рабочий день
1209,"2021-04-23",Пятница,Рабочий день
1210,"2021-04-24",Суббота,Выходной день
1211,"2021-04-25",Воскресенье,Выходной день
1212,"2021-04-26",Понедельник,Рабочий день
1213,"2021-04-27",Вторник,Рабочий день
1214,"2021-04-28",Среда,Рабочий день
1215,"2021-04-29",Четверг,Рабочий день
1216,"2021-04-30",Пятница,Рабочий день
1217,"2021-05-01",Суббота,Праздник
1218,"2021-05-02",Воскресенье,Выходной день
1219,"2021-05-03",Понедельник,Выходной день
1220,"2021-05-04",Вторник,Рабочий день
1221,"2021-05-05",Среда,Рабочий день
1222,"2021-05-06",Четверг,Рабочий день
1223,"2021-05-07",Пятница,Рабочий день
1224,"2021-05-08",Суббота,Выходной день
1225,"2021-05-09",Воскресенье,Праздник
1226,"2021-05-10",Понедельник,Выходной день
1227,"2021-05-11",Вторник,Рабочий день
1228,"2021-05-12",Среда,Рабочий день
1229,"2021-05-13",Четверг,Рабочий день
1230,"2021-05-14",Пятница,Рабочий день
1231,"2021-05-15",Суббота,Выходной день
1232,"2021-05-16",Воскресенье,Выходной день
1233,"2021-05-17",Понедельник,Рабочий день
1234,"2021-05-18",Вторник,Рабочий день
1235,"2021-05-19",Среда,Рабочий день
1236,"2021-05-20",Четверг,Рабочий день
1237,"2021-05-21",Пятница,Рабочий день
1238,"2021-05-22",Суббота,Выходной день
1239,"2021-05-23",Воскресенье,Выходной день
1240,"2021-05-24",Понедельник,Рабочий день
1241,"2021-05-25",Вторник,Рабочий день
1242,"2021-05-26",Среда,Рабочий день
1243,"2021-05-27",Четверг,Рабочий день
1244,"2021-05-28",Пятница,Рабочий день
1245,"2021-05-29",Суббота,Выходной день
1246,"2021-05-30",Воскресенье,Выходной день
1247,"2021-05-31",Понедельник,Рабочий день
1248,"2021-06-01",Вторник,Рабочий день
1249,"2021-06-02",Среда,Рабочий день
1250,"2021-06-03",Четверг,Рабочий день
1251,"2021-06-04",Пятница,Рабочий день
1252,"2021-06-05",Суббота,Выходной день
1253,"2021-06-06",Воскресенье,Выходной день
1254,"2021-06-07",Понедельник,Рабочий день
1255,"2021-06-08",Вторник,Рабочий день
1256,"2021-06-09",Среда,Рабочий день
1257,"2021-06-10",Четверг,Рабочий день
1258,"2021-06-11",Пятница,Рабочий день
1259,"2021-06-12",Суббота,Праздник
1260,"2021-06-13",Воскресенье,Выходной день
1261,"2021-06-14",Понедельник,Выходной день
1262,"2021-06-15",Вторник,Рабочий день
1263,"2021-06-16",Среда,Рабочий день
1264,"2021-06-17",Четверг,Рабочий день
1265,"2021-06-18",Пятница,Рабочий день
1266,"2021-06-19",Суббота,Выходной день
1267,"2021-06-20",Воскресенье,Выходной день
1268,"2021-06-21",Понедельник,Рабочий день
1269,"2021-06-22",Вторник,Рабочий день
1270,"2021-06-23",Среда,Рабочий день
1271,"2021-06-24",Четверг,Рабочий день
1272,"2021-06-25",Пятница,Рабочий день
1273,"2021-06-26",Суббота,Выходной день
1274,"2021-06-27",Воскресенье,Выходной день
1275,"2021-06-28",Понедельник,Рабочий день
1276,"2021-06-29",Вторник,Рабочий день
1277,"2021-06-30",Среда,Рабочий день
1278,"2021-07-01",Четверг,Рабочий день
1279,"2021-07-02",Пятница,Рабочий день
1280,"2021-07-03",Суббота,Выходной день
1281,"2021-07-04",Воскресенье,Выходной день
1282,"2021-07-05",Понедельник,Рабочий день
1283,"2021-07-06",Вторник,Рабочий день
1284,"2021-07-07",Среда,Рабочий день
1285,"2021-07-08",Четверг,Рабочий день
1286,"2021-07-09",Пятница,Рабочий день
1287,"2021-07-10",Суббота,Выходной день
1288,"2021-07-11",Воскресенье,Выходной день
1289,"2021-07-12",Понедельник,Рабочий день
1290,"2021-07-13",Вторник,Рабочий день
1291,"2021-07-14",Среда,Рабочий день
1292,"2021-07-15",Четверг,Рабочий день
1293,"2021-07-16",Пятница,Рабочий день
1294,"2021-07-17",Суббота,Выходной день
1295,"2021-07-18",Воскресенье,Выходной день
1296,"2021-07-19",Понедельник,Рабочий день
1297,"2021-07-20",Вторник,Рабочий день
1298,"2021-07-21",Среда,Рабочий день
1299,"2021-07-22",Четверг,Рабочий день
1300,"2021-07-23",Пятница,Рабочий день
1301,"2021-07-24",Суббота,Выходной день
1302,"2021-07-25",Воскресенье,Выходной день
1303,"2021-07-26",Понедельник,Рабочий день
1304,"2021-07-27",Вторник,Рабочий день
1305,"2021-07-28",Среда,Рабочий день
1306,"2021-07-29",Четверг,Рабочий день
1307,"2021-07-30",Пятница,Рабочий день
1308,"2021-07-31",Суббота,Выходной день
1309,"2021-08-01",Воскресенье,Выходной день
1310,"2021-08-02",Понедельник,Рабочий день
1311,"2021-08-03",Вторник,Рабочий день
1312,"2021-08-04",Среда,Рабочий день
1313,"2021-08-05",Четверг,Рабочий день
1314,"2021-08-06",Пятница,Рабочий день
1315,"2021-08-07",Суббота,Выходной день
1316,"2021-08-08",Воскресенье,Выходной день
1317,"2021-08-09",Понедельник,Рабочий день
1318,"2021-08-10",Вторник,Рабочий день
1319,"2021-08-11",Среда,Рабочий день
1320,"2021-08-12",Четверг,Рабочий день
1321,"2021-08-13",Пятница,Рабочий день
1322,"2021-08-14",Суббота,Выходной день
1323,"2021-08-15",Воскресенье,Выходной день
1324,"2021-08-16",Понедельник,Рабочий день
1325,"2021-08-17",Вторник,Рабочий день
1326,"2021-08-18",Среда,Рабочий день
1327,"2021-08-19",Четверг,Рабочий день
1328,"2021-08-20",Пятница,Рабочий день
1329,"2021-08-21",Суббота,Выходной день
1330,"2021-08-22",Воскресенье,Выходной день
1331,"2021-08-23",Понедельник,Рабочий день
1332,"2021-08-24",Вторник,Рабочий день
1333,"2021-08-25",Среда,Рабочий день
1334,"2021-08-26",Четверг,Рабочий день
1335,"2021-08-27",Пятница,Рабочий день
1336,"2021-08-28",Суббота,Выходной день
1337,"2021-08-29",Воскресенье,Выходной день
1338,"2021-08-30",Понедельник,Рабочий день
1339,"2021-08-31",Вторник,Рабочий день
1340,"2021-09-01",Среда,Рабочий день
1341,"2021-09-02",Четверг,Рабочий день
1342,"2021-09-03",Пятница,Рабочий день
1343,"2021-09-04",Суббота,Выходной день
1344,"2021-09-05",Воскресенье,Выходной день
1345,"2021-09-06",Понедельник,Рабочий день
1346,"2021-09-07",Вторник,Рабочий день
1347,"2021-09-08",Среда,Рабочий день
1348,"2021-09-09",Четверг,Рабочий день
1349,"2021-09-10",Пятница,Рабочий день
1350,"2021-09-11",Суббота,Выходной день
1351,"2021-09-12",Воскресенье,Выходной день
1352,"2021-09-13",Понедельник,Рабочий день
1353,"2021-09-14",Вторник,Рабочий день
1354,"2021-09-15",Среда,Рабочий день
1355,"2021-09-16",Четверг,Рабочий день
1356,"2021-09-17",Пятница,Рабочий день
1357,"2021-09-18",Суббота,Выходной день
1358,"2021-09-19",Воскресенье,Выходной день
1359,"2021-09-20",Понедельник,Рабочий день
1360,"2021-09-21",Вторник,Рабочий день
1361,"2021-09-22",Среда,Рабочий день
1362,"2021-09-23",Четверг,Рабочий день
1363,"2021-09-24",Пятница,Рабочий день
1364,"2021-09-25",Суббота,Выходной день
1365,"2021-09-26",Воскресенье,Выходной день
1366,"2021-09-27",Понедельник,Рабочий день
1367,"2021-09-28",Вторник,Рабочий день
1368,"2021-09-29",Среда,Рабочий день
1369,"2021-09-30",Четверг,Рабочий день
1370,"2021-10-01",Пятница,Рабочий день
1371,"2021-10-02",Суббота,Выходной день
1372,"2021-10-03",Воскресенье,Выходной день
1373,"2021-10-04",Понедельник,Рабочий день
1374,"2021-10-05",Вторник,Рабочий день
1375,"2021-10-06",Среда,Рабочий день
1376,"2021-10-07",Четверг,Рабочий день
1377,"2021-10-08",Пятница,Рабочий день
1378,"2021-10-09",Суббота,Выходной день
1379,"2021-10-10",Воскресенье,Выходной день
1380,"2021-10-11",Понедельник,Рабочий день
1381,"2021-10-12",Вторник,Рабочий день
1382,"2021-10-13",Среда,Рабочий день
1383,"2021-10-14",Четверг,Рабочий день
1384,"2021-10-15",Пятница,Рабочий день
1385,"2021-10-16",Суббота,Выходной день
1386,"2021-10-17",Воскресенье,Выходной день
1387,"2021-10-18",Понедельник,Рабочий день
1388,"2021-10-19",Вторник,Рабочий день
1389,"2021-10-20",Среда,Рабочий день
1390,"2021-10-21",Четверг,Рабочий день
1391,"2021-10-22",Пятница,Рабочий день
1392,"2021-10-23",Суббота,Выходной день
1393,"2021-10-24",Воскресенье,Выходной день
1394,"2021-10-25",Понедельник,Рабочий день
1395,"2021-10-26",Вторник,Рабочий день
1396,"2021-10-27",Среда,Рабочий день
1397,"2021-10-28",Четверг,Рабочий день
1398,"2021-10-29",Пятница,Рабочий день
1399,"2021-10-30",Суббота,Выходной день
1400,"2021-10-31",Воскресенье,Выходной день
1401,"2021-11-01",Понедельник,Рабочий день
1402,"2021-11-02",Вторник,Рабочий день
1403,"2021-11-03",Среда,Рабочий день
1404,"2021-11-04",Четверг,Праздник
1405,"2021-11-05",Пятница,Выходной день
1406,"2021-11-06",Суббота,Выходной день
1407,"2021-11-07",Воскресенье,Выходной день
1408,"2021-11-08",Понедельник,Рабочий день
1409,"2021-11-09",Вторник,Рабочий день
1410,"2021-11-10",Среда,Рабочий день
1411,"2021-11-11",Четверг,Рабочий день
1412,"2021-11-12",Пятница,Рабочий день
1413,"2021-11-13",Суббота,Выходной день
1414,"2021-11-14",Воскресенье,Выходной день
1415,"2021-11-15",Понедельник,Рабочий день
1416,"2021-11-16",Вторник,Рабочий день
1417,"2021-11-17",Среда,Рабочий день
1418,"2021-11-18",Четверг,Рабочий день
1419,"2021-11-19",Пятница,Рабочий день
1420,"2021-11-20",Суббота,Выходной день
1421,"2021-11-21",Воскресенье,Выходной день
1422,"2021-11-22",Понедельник,Рабочий день
1423,"2021-11-23",Вторник,Рабочий день
1424,"2021-11-24",Среда,Рабочий день
1425,"2021-11-25",Четверг,Рабочий день
1426,"2021-11-26",Пятница,Рабочий день
1427,"2021-11-27",Суббота,Выходной день
1428,"2021-11-28",Воскресенье,Выходной день
1429,"2021-11-29",Понедельник,Рабочий день
1430,"2021-11-30",Вторник,Рабочий день
1431,"2021-12-01",Среда,Рабочий день
1432,"2021-12-02",Четверг,Рабочий день
1433,"2021-12-03",Пятница,Рабочий день
1434,"2021-12-04",Суббота,Выходной день
1435,"2021-12-05",Воскресенье,Выходной день
1436,"2021-12-06",Понедельник,Рабочий день
1437,"2021-12-07",Вторник,Рабочий день
1438,"2021-12-08",Среда,Рабочий день
1439,"2021-12-09",Четверг,Рабочий день
1440,"2021-12-10",Пятница,Рабочий день
1441,"2021-12-11",Суббота,Выходной день
1442,"2021-12-12",Воскресенье,Выходной день
1443,"2021-12-13",Понедельник,Рабочий день
1444,"2021-12-14",Вторник,Рабочий день
1445,"2021-12-15",Среда,Рабочий день
1446,"2021-12-16",Четверг,Рабочий день
1447,"2021-12-17",Пятница,Рабочий день
1448,"2021-12-18",Суббота,Выходной день
1449,"2021-12-19",Воскресенье,Выходной день
1450,"2021-12-20",Понедельник,Рабочий день
1451,"2021-12-21",Вторник,Рабочий день
1452,"2021-12-22",Среда,Рабочий день
1453,"2021-12-23",Четверг,Рабочий день
1454,"2021-12-24",Пятница,Рабочий день
1455,"2021-12-25",Суббота,Выходной день
1456,"2021-12-26",Воскресенье,Выходной день
1457,"2021-12-27",Понедельник,Рабочий день
1458,"2021-12-28",Вторник,Рабочий день
1459,"2021-12-29",Среда,Рабочий день
1460,"2021-12-30",Четверг,Рабочий день
1461,"2021-12-31",Пятница,Выходной день
1462,"2022-01-01",Суббота,Праздник
1463,"2022-01-02",Воскресенье,Выходной день
1464,"2022-01-03",Понедельник,Выходной день
1465,"2022-01-04",Вторник,Выходной день
1466,"2022-01-05",Среда,Выходной день
1467,"2022-01-06",Четверг,Выходной день
1468,"2022-01-07",Пятница,Выходной день
1469,"2022-01-08",Суббота,Выходной день
1470,"2022-01-09",Воскресенье,Выходной день
1471,"2022-01-10",Понедельник,Рабочий день
1472,"2022-01-11",Вторник,Рабочий день
1473,"2022-01-12",Среда,Рабочий день
1474,"2022-01-13",Четверг,Рабочий день
1475,"2022-01-14",Пятница,Рабочий день
1476,"2022-01-15",Суббота,Выходной день
1477,"2022-01-16",Воскресенье,Выходной день
1478,"2022-01-17",Понедельник,Рабочий день
1479,"2022-01-18",Вторник,Рабочий день
1480,"2022-01-19",Среда,Рабочий день
1481,"2022-01-20",Четверг,Рабочий день
1482,"2022-01-21",Пятница,Рабочий день
1483,"2022-01-22",Суббота,Выходной день
1484,"2022-01-23",Воскресенье,Выходной день
1485,"2022-01-24",Понедельник,Рабочий день
1486,"2022-01-25",Вторник,Рабочий день
1487,"2022-01-26",Среда,Рабочий день
1488,"2022-01-27",Четверг,Рабочий день
1489,"2022-01-28",Пятница,Рабочий день
1490,"2022-01-29",Суббота,Выходной день
1491,"2022-01-30",Воскресенье,Выходной день
1492,"2022-01-31",Понедельник,Рабочий день
1493,"2022-02-01",Вторник,Рабочий день
1494,"2022-02-02",Среда,Рабочий день
1495,"2022-02-03",Четверг,Рабочий день
1496,"2022-02-04",Пятница,Рабочий день
1497,"2022-02-05",Суббота,Выходной день
1498,"2022-02-06",Воскресенье,Выходной день
1499,"2022-02-07",Понедельник,Рабочий день
1500,"2022-02-08",Вторник,Рабочий день
1501,"2022-02-09",Среда,Рабочий день
1502,"2022-02-10",Четверг,Рабочий день
1503,"2022-02-11",Пятница,Рабочий день
1504,"2022-02-12",Суббота,Выходной день
1505,"2022-02-13",Воскресенье,Выходной день
1506,"2022-02-14",Понедельник,Рабочий день
1507,"2022-02-15",Вторник,Рабочий день
1508,"2022-02-16",Среда,Рабочий день
1509,"2022-02-17",Четверг,Рабочий день
1510,"2022-02-18",Пятница,Рабочий день
1511,"2022-02-19",Суббота,Выходной день
1512,"2022-02-20",Воскресенье,Выходной день
1513,"2022-02-21",Понедельник,Рабочий день
1514,"2022-02-22",Вторник,Рабочий день
1515,"2022-02-23",Среда,Праздник
1516,"2022-02-24",Четверг,Рабочий день
1517,"2022-02-25",Пятница,Рабочий день
1518,"2022-02-26",Суббота,Выходной день
1519,"2022-02-27",Воскресенье,Выходной день
1520,"2022-02-28",Понедельник,Рабочий день
1521,"2022-03-01",Вторник,Рабочий день
1522,"2022-03-02",Среда,Рабочий день
1523,"2022-03-03",Четверг,Рабочий день
1524,"2022-03-04",Пятница,Рабочий день
1525,"2022-03-05",Суббота,Рабочий день
1526,"2022-03-06",Воскресенье,Выходной день
1527,"2022-03-07",Понедельник,Выходной день
1528,"2022-03-08",Вторник,Праздник
1529,"2022-03-09",Среда,Рабочий день
1530,"2022-03-10",Четверг,Рабочий день
1531,"2022-03-11",Пятница,Рабочий день
1532,"2022-03-12",Суббота,Выходной день
1533,"2022-03-13",Воскресенье,Выходной день
1534,"2022-03-14",Понедельник,Рабочий день
1535,"2022-03-15",Вторник,Рабочий день
1536,"2022-03-16",Среда,Рабочий день
1537,"2022-03-17",Четверг,Рабочий день
1538,"2022-03-18",Пятница,Рабочий день
1539,"2022-03-19",Суббота,Выходной день
1540,"2022-03-20",Воскресенье,Выходной день
1541,"2022-03-21",Понедельник,Рабочий день
1542,"2022-03-22",Вторник,Рабочий день
1543,"2022-03-23",Среда,Рабочий день
1544,"2022-03-24",Четверг,Рабочий день
1545,"2022-03-25",Пятница,Рабочий день
1546,"2022-03-26",Суббота,Выходной день
1547,"2022-03-27",Воскресенье,Выходной день
1548,"2022-03-28",Понедельник,Рабочий день
1549,"2022-03-29",Вторник,Рабочий день
1550,"2022-03-30",Среда,Рабочий день
1551,"2022-03-31",Четверг,Рабочий день
1552,"2022-04-01",Пятница,Рабочий день
1553,"2022-04-02",Суббота,Выходной день
1554,"2022-04-03",Воскресенье,Выходной день
1555,"2022-04-04",Понедельник,Рабочий день
1556,"2022-04-05",Вторник,Рабочий день
1557,"2022-04-06",Среда,Рабочий день
1558,"2022-04-07",Четверг,Рабочий день
1559,"2022-04-08",Пятница,Рабочий день
1560,"2022-04-09",Суббота,Выходной день
1561,"2022-04-10",Воскресенье,Выходной день
1562,"2022-04-11",Понедельник,Рабочий день
1563,"2022-04-12",Вторник,Рабочий день
1564,"2022-04-13",Среда,Рабочий день
1565,"2022-04-14",Четверг,Рабочий день
1566,"2022-04-15",Пятница,Рабочий день
1567,"2022-04-16",Суббота,Выходной день
1568,"2022-04-17",Воскресенье,Выходной день
1569,"2022-04-18",Понедельник,Рабочий день
1570,"2022-04-19",Вторник,Рабочий день
1571,"2022-04-20",Среда,Рабочий день
1572,"2022-04-21",Четверг,Рабочий день
1573,"2022-04-22",Пятница,Рабочий день
1574,"2022-04-23",Суббота,Выходной день
1575,"2022-04-24",Воскресенье,Выходной день
1576,"2022-04-25",Понедельник,Рабочий день
1577,"2022-04-26",Вторник,Рабочий день
1578,"2022-04-27",Среда,Рабочий день
1579,"2022-04-28",Четверг,Рабочий день
1580,"2022-04-29",Пятница,Рабочий день
1581,"2022-04-30",Суббота,Выходной день
1582,"2022-05-01",Воскресенье,Праздник
1583,"2022-05-02",Понедельник,Выходной день
1584,"2022-05-03",Вторник,Выходной день
1585,"2022-05-04",Среда,Рабочий день
1586,"2022-05-05",Четверг,Рабочий день
1587,"2022-05-06",Пятница,Рабочий день
1588,"2022-05-07",Суббота,Выходной день
1589,"2022-05-08",Воскресенье,Выходной день
1590,"2022-05-09",Понедельник,Праздник
1591,"2022-05-10",Вторник,Выходной день
1592,"2022-05-11",Среда,Рабочий день
1593,"2022-05-12",Четверг,Рабочий день
1594,"2022-05-13",Пятница,Рабочий день
1595,"2022-05-14",Суббота,Выходной день
1596,"2022-05-15",Воскресенье,Выходной день
1597,"2022-05-16",Понедельник,Рабочий день
1598,"2022-05-17",Вторник,Рабочий день
1599,"2022-05-18",Среда,Рабочий день
1600,"2022-05-19",Четверг,Рабочий день
1601,"2022-05-20",Пятница,Рабочий день
1602,"2022-05-21",Суббота,Выходной день
1603,"2022-05-22",Воскресенье,Выходной день
1604,"2022-05-23",Понедельник,Рабочий день
1605,"2022-05-24",Вторник,Рабочий день
1606,"2022-05-25",Среда,Рабочий день
1607,"2022-05-26",Четверг,Рабочий день
1608,"2022-05-27",Пятница,Рабочий день
1609,"2022-05-28",Суббота,Выходной день
1610,"2022-05-29",Воскресенье,Выходной день
1611,"2022-05-30",Понедельник,Рабочий день
1612,"2022-05-31",Вторник,Рабочий день
1613,"2022-06-01",Среда,Рабочий день
1614,"2022-06-02",Четверг,Рабочий день
1615,"2022-06-03",Пятница,Рабочий день
1616,"2022-06-04",Суббота,Выходной день
1617,"2022-06-05",Воскресенье,Выходной день
1618,"2022-06-06",Понедельник,Рабочий день
1619,"2022-06-07",Вторник,Рабочий день
1620,"2022-06-08",Среда,Рабочий день
1621,"2022-06-09",Четверг,Рабочий день
1622,"2022-06-10",Пятница,Рабочий день
1623,"2022-06-11",Суббота,Выходной день
1624,"2022-06-12",Воскресенье,Праздник
1625,"2022-06-13",Понедельник,Выходной день
1626,"2022-06-14",Вторник,Рабочий день
1627,"2022-06-15",Среда,Рабочий день
1628,"2022-06-16",Четверг,Рабочий день
1629,"2022-06-17",Пятница,Рабочий день
1630,"2022-06-18",Суббота,Выходной день
1631,"2022-06-19",Воскресенье,Выходной день
1632,"2022-06-20",Понедельник,Рабочий день
1633,"2022-06-21",Вторник,Рабочий день
1634,"2022-06-22",Среда,Рабочий день
1635,"2022-06-23",Четверг,Рабочий день
1636,"2022-06-24",Пятница,Рабочий день
1637,"2022-06-25",Суббота,Выходной день
1638,"2022-06-26",Воскресенье,Выходной день
1639,"2022-06-27",Понедельник,Рабочий день
1640,"2022-06-28",Вторник,Рабочий день
1641,"2022-06-29",Среда,Рабочий день
1642,"2022-06-30",Четверг,Рабочий день
1643,"2022-07-01",Пятница,Рабочий день
1644,"2022-07-02",Суббота,Выходной день
1645,"2022-07-03",Воскресенье,Выходной день
1646,"2022-07-04",Понедельник,Рабочий день
1647,"2022-07-05",Вторник,Рабочий день
1648,"2022-07-06",Среда,Рабочий день
1649,"2022-07-07",Четверг,Рабочий день
1650,"2022-07-08",Пятница,Рабочий день
1651,"2022-07-09",Суббота,Выходной день
1652,"2022-07-10",Воскресенье,Выходной день
1653,"2022-07-11",Понедельник,Рабочий день
1654,"2022-07-12",Вторник,Рабочий день
1655,"2022-07-13",Среда,Рабочий день
1656,"2022-07-14",Четверг,Рабочий день
1657,"2022-07-15",Пятница,Рабочий день
1658,"2022-07-16",Суббота,Выходной день
1659,"2022-07-17",Воскресенье,Выходной день
1660,"2022-07-18",Понедельник,Рабочий день
1661,"2022-07-19",Вторник,Рабочий день
1662,"2022-07-20",Среда,Рабочий день
1663,"2022-07-21",Четверг,Рабочий день
1664,"2022-07-22",Пятница,Рабочий день
1665,"2022-07-23",Суббота,Выходной день
1666,"2022-07-24",Воскресенье,Выходной день
1667,"2022-07-25",Понедельник,Рабочий день
1668,"2022-07-26",Вторник,Рабочий день
1669,"2022-07-27",Среда,Рабочий день
1670,"2022-07-28",Четверг,Рабочий день
1671,"2022-07-29",Пятница,Рабочий день
1672,"2022-07-30",Суббота,Выходной день
1673,"2022-07-31",Воскресенье,Выходной день
1674,"2022-08-01",Понедельник,Рабочий день
1675,"2022-08-02",Вторник,Рабочий день
1676,"2022-08-03",Среда,Рабочий день
1677,"2022-08-04",Четверг,Рабочий день
1678,"2022-08-05",Пятница,Рабочий день
1679,"2022-08-06",Суббота,Выходной день
1680,"2022-08-07",Воскресенье,Выходной день
1681,"2022-08-08",Понедельник,Рабочий день
1682,"2022-08-09",Вторник,Рабочий день
1683,"2022-08-10",Среда,Рабочий день
1684,"2022-08-11",Четверг,Рабочий день
1685,"2022-08-12",Пятница,Рабочий день
1686,"2022-08-13",Суббота,Выходной день
1687,"2022-08-14",Воскресенье,Выходной день
1688,"2022-08-15",Понедельник,Рабочий день
1689,"2022-08-16",Вторник,Рабочий день
1690,"2022-08-17",Среда,Рабочий день
1691,"2022-08-18",Четверг,Рабочий день
1692,"2022-08-19",Пятница,Рабочий день
1693,"2022-08-20",Суббота,Выходной день
1694,"2022-08-21",Воскресенье,Выходной день
1695,"2022-08-22",Понедельник,Рабочий день
1696,"2022-08-23",Вторник,Рабочий день
1697,"2022-08-24",Среда,Рабочий день
1698,"2022-08-25",Четверг,Рабочий день
1699,"2022-08-26",Пятница,Рабочий день
1700,"2022-08-27",Суббота,Выходной день
1701,"2022-08-28",Воскресенье,Выходной день
1702,"2022-08-29",Понедельник,Рабочий день
1703,"2022-08-30",Вторник,Рабочий день
1704,"2022-08-31",Среда,Рабочий день
1705,"2022-09-01",Четверг,Рабочий день
1706,"2022-09-02",Пятница,Рабочий день
1707,"2022-09-03",Суббота,Выходной день
1708,"2022-09-04",Воскресенье,Выходной день
1709,"2022-09-05",Понедельник,Рабочий день
1710,"2022-09-06",Вторник,Рабочий день
1711,"2022-09-07",Среда,Рабочий день
1712,"2022-09-08",Четверг,Рабочий день
1713,"2022-09-09",Пятница,Рабочий день
1714,"2022-09-10",Суббота,Выходной день
1715,"2022-09-11",Воскресенье,Выходной день
